	ID	Window	GC_Content	Number of Reads
33212	NZ_CP009617.1	(3321200, 3321299)	48.0	68
33213	NZ_CP009617.1	(3321300, 3321399)	52.0	65
33214	NZ_CP009617.1	(3321400, 3321499)	58.0	93
33215	NZ_CP009617.1	(3321500, 3321599)	40.0	84
33216	NZ_CP009617.1	(3321600, 3321699)	45.0	66
33217	NZ_CP009617.1	(3321700, 3321799)	55.0	65
33218	NZ_CP009617.1	(3321800, 3321899)	55.0	78
33219	NZ_CP009617.1	(3321900, 3321999)	51.0	82
33220	NZ_CP009617.1	(3322000, 3322099)	50.0	80
33221	NZ_CP009617.1	(3322100, 3322199)	60.0	86
33222	NZ_CP009617.1	(3322200, 3322299)	54.0	81
33223	NZ_CP009617.1	(3322300, 3322399)	46.0	77
33224	NZ_CP009617.1	(3322400, 3322499)	33.0	68
33225	NZ_CP009617.1	(3322500, 3322599)	52.0	80
33226	NZ_CP009617.1	(3322600, 3322699)	49.0	70
33227	NZ_CP009617.1	(3322700, 3322799)	49.0	73
33228	NZ_CP009617.1	(3322800, 3322899)	52.0	82
33229	NZ_CP009617.1	(3322900, 3322999)	47.0	77
33230	NZ_CP009617.1	(3323000, 3323099)	43.0	74
33231	NZ_CP009617.1	(3323100, 3323199)	59.0	74
33232	NZ_CP009617.1	(3323200, 3323299)	47.0	63
33233	NZ_CP009617.1	(3323300, 3323399)	47.0	73
33234	NZ_CP009617.1	(3323400, 3323499)	54.0	58
33235	NZ_CP009617.1	(3323500, 3323599)	51.0	61
33236	NZ_CP009617.1	(3323600, 3323699)	48.0	58
33237	NZ_CP009617.1	(3323700, 3323799)	53.0	75
33238	NZ_CP009617.1	(3323800, 3323899)	54.0	58
33239	NZ_CP009617.1	(3323900, 3323999)	49.0	69
33240	NZ_CP009617.1	(3324000, 3324099)	56.0	67
33241	NZ_CP009617.1	(3324100, 3324199)	50.0	59
33242	NZ_CP009617.1	(3324200, 3324299)	53.0	49
33243	NZ_CP009617.1	(3324300, 3324399)	50.0	58
33244	NZ_CP009617.1	(3324400, 3324499)	53.0	86
33245	NZ_CP009617.1	(3324500, 3324599)	55.0	55
33246	NZ_CP009617.1	(3324600, 3324699)	46.0	76
33247	NZ_CP009617.1	(3324700, 3324799)	50.0	53
33248	NZ_CP009617.1	(3324800, 3324899)	48.0	82
33249	NZ_CP009617.1	(3324900, 3324999)	55.0	89
33250	NZ_CP009617.1	(3325000, 3325099)	51.0	90
33251	NZ_CP009617.1	(3325100, 3325199)	48.0	91
33252	NZ_CP009617.1	(3325200, 3325299)	53.0	88
33253	NZ_CP009617.1	(3325300, 3325399)	46.0	76
33254	NZ_CP009617.1	(3325400, 3325499)	35.0	116
33255	NZ_CP009617.1	(3325500, 3325599)	37.0	97
33256	NZ_CP009617.1	(3325600, 3325699)	40.0	77
33257	NZ_CP009617.1	(3325700, 3325799)	53.0	58
33258	NZ_CP009617.1	(3325800, 3325899)	50.0	73
33259	NZ_CP009617.1	(3325900, 3325999)	44.0	80
33260	NZ_CP009617.1	(3326000, 3326099)	47.0	62
33261	NZ_CP009617.1	(3326100, 3326199)	49.0	66
33262	NZ_CP009617.1	(3326200, 3326299)	44.0	64
33263	NZ_CP009617.1	(3326300, 3326399)	48.0	79
33264	NZ_CP009617.1	(3326400, 3326499)	42.0	93
33265	NZ_CP009617.1	(3326500, 3326599)	47.0	72
33266	NZ_CP009617.1	(3326600, 3326699)	48.0	78
33267	NZ_CP009617.1	(3326700, 3326799)	46.0	64
33268	NZ_CP009617.1	(3326800, 3326899)	46.0	82
33269	NZ_CP009617.1	(3326900, 3326999)	43.0	71
33270	NZ_CP009617.1	(3327000, 3327099)	52.0	31
33271	NZ_CP009617.1	(3327100, 3327199)	51.0	89
33272	NZ_CP009617.1	(3327200, 3327299)	40.0	57
33273	NZ_CP009617.1	(3327300, 3327399)	51.0	90
33274	NZ_CP009617.1	(3327400, 3327499)	44.0	50
33275	NZ_CP009617.1	(3327500, 3327599)	45.0	59
33276	NZ_CP009617.1	(3327600, 3327699)	51.0	60
33277	NZ_CP009617.1	(3327700, 3327799)	46.0	84
33278	NZ_CP009617.1	(3327800, 3327899)	45.0	79
33279	NZ_CP009617.1	(3327900, 3327999)	46.0	45
33280	NZ_CP009617.1	(3328000, 3328099)	37.0	94
33281	NZ_CP009617.1	(3328100, 3328199)	41.0	86
33282	NZ_CP009617.1	(3328200, 3328299)	41.0	84
33283	NZ_CP009617.1	(3328300, 3328399)	47.0	76
33284	NZ_CP009617.1	(3328400, 3328499)	52.0	84
33285	NZ_CP009617.1	(3328500, 3328599)	56.0	68
33286	NZ_CP009617.1	(3328600, 3328699)	59.0	74
33287	NZ_CP009617.1	(3328700, 3328799)	53.0	96
33288	NZ_CP009617.1	(3328800, 3328899)	53.0	73
33289	NZ_CP009617.1	(3328900, 3328999)	47.0	92
33290	NZ_CP009617.1	(3329000, 3329099)	42.0	80
33291	NZ_CP009617.1	(3329100, 3329199)	46.0	95
33292	NZ_CP009617.1	(3329200, 3329299)	52.0	86
33293	NZ_CP009617.1	(3329300, 3329399)	45.0	73
33294	NZ_CP009617.1	(3329400, 3329499)	49.0	65
33295	NZ_CP009617.1	(3329500, 3329599)	51.0	56
33296	NZ_CP009617.1	(3329600, 3329699)	50.0	77
33297	NZ_CP009617.1	(3329700, 3329799)	52.0	72
33298	NZ_CP009617.1	(3329800, 3329899)	39.0	68
33299	NZ_CP009617.1	(3329900, 3329999)	45.0	62
33300	NZ_CP009617.1	(3330000, 3330099)	51.0	73
33301	NZ_CP009617.1	(3330100, 3330199)	48.0	78
33302	NZ_CP009617.1	(3330200, 3330299)	54.0	65
33303	NZ_CP009617.1	(3330300, 3330399)	42.0	58
33304	NZ_CP009617.1	(3330400, 3330499)	48.0	72
33305	NZ_CP009617.1	(3330500, 3330599)	49.0	65
33306	NZ_CP009617.1	(3330600, 3330699)	52.0	58
33307	NZ_CP009617.1	(3330700, 3330799)	48.0	52
33308	NZ_CP009617.1	(3330800, 3330899)	55.0	63
33309	NZ_CP009617.1	(3330900, 3330999)	51.0	67
33310	NZ_CP009617.1	(3331000, 3331099)	50.0	71
33311	NZ_CP009617.1	(3331100, 3331199)	47.0	76
33312	NZ_CP009617.1	(3331200, 3331299)	48.0	73
33313	NZ_CP009617.1	(3331300, 3331399)	55.0	63
33314	NZ_CP009617.1	(3331400, 3331499)	50.0	52
33315	NZ_CP009617.1	(3331500, 3331599)	51.0	59
33316	NZ_CP009617.1	(3331600, 3331699)	43.0	70
33317	NZ_CP009617.1	(3331700, 3331799)	50.0	68
33318	NZ_CP009617.1	(3331800, 3331899)	53.0	63
33319	NZ_CP009617.1	(3331900, 3331999)	48.0	74
33320	NZ_CP009617.1	(3332000, 3332099)	50.0	90
33321	NZ_CP009617.1	(3332100, 3332199)	44.0	69
33322	NZ_CP009617.1	(3332200, 3332299)	48.0	62
33323	NZ_CP009617.1	(3332300, 3332399)	48.0	64
33324	NZ_CP009617.1	(3332400, 3332499)	51.0	89
33325	NZ_CP009617.1	(3332500, 3332599)	52.0	50
33326	NZ_CP009617.1	(3332600, 3332699)	49.0	70
33327	NZ_CP009617.1	(3332700, 3332799)	51.0	63
33328	NZ_CP009617.1	(3332800, 3332899)	49.0	67
33329	NZ_CP009617.1	(3332900, 3332999)	48.0	74
33330	NZ_CP009617.1	(3333000, 3333099)	53.0	61
33331	NZ_CP009617.1	(3333100, 3333199)	49.0	85
33332	NZ_CP009617.1	(3333200, 3333299)	50.0	76
33333	NZ_CP009617.1	(3333300, 3333399)	43.0	81
33334	NZ_CP009617.1	(3333400, 3333499)	49.0	70
33335	NZ_CP009617.1	(3333500, 3333599)	48.0	89
33336	NZ_CP009617.1	(3333600, 3333699)	49.0	85
33337	NZ_CP009617.1	(3333700, 3333799)	52.0	65
33338	NZ_CP009617.1	(3333800, 3333899)	52.0	99
33339	NZ_CP009617.1	(3333900, 3333999)	48.0	79
33340	NZ_CP009617.1	(3334000, 3334099)	52.0	74
33341	NZ_CP009617.1	(3334100, 3334199)	52.0	85
33342	NZ_CP009617.1	(3334200, 3334299)	51.0	73
33343	NZ_CP009617.1	(3334300, 3334399)	51.0	73
33344	NZ_CP009617.1	(3334400, 3334499)	52.0	102
33345	NZ_CP009617.1	(3334500, 3334599)	53.0	67
33346	NZ_CP009617.1	(3334600, 3334699)	53.0	87
33347	NZ_CP009617.1	(3334700, 3334799)	42.0	84
33348	NZ_CP009617.1	(3334800, 3334899)	48.0	80
33349	NZ_CP009617.1	(3334900, 3334999)	45.0	73
33350	NZ_CP009617.1	(3335000, 3335099)	52.0	86
33351	NZ_CP009617.1	(3335100, 3335199)	45.0	78
33352	NZ_CP009617.1	(3335200, 3335299)	48.0	63
33353	NZ_CP009617.1	(3335300, 3335399)	51.0	95
33354	NZ_CP009617.1	(3335400, 3335499)	49.0	66
33355	NZ_CP009617.1	(3335500, 3335599)	51.0	82
33356	NZ_CP009617.1	(3335600, 3335699)	54.0	73
33357	NZ_CP009617.1	(3335700, 3335799)	38.0	106
33358	NZ_CP009617.1	(3335800, 3335899)	37.0	78
33359	NZ_CP009617.1	(3335900, 3335999)	35.0	82
33360	NZ_CP009617.1	(3336000, 3336099)	43.0	66
33361	NZ_CP009617.1	(3336100, 3336199)	50.0	70
33362	NZ_CP009617.1	(3336200, 3336299)	52.0	80
33363	NZ_CP009617.1	(3336300, 3336399)	45.0	63
33364	NZ_CP009617.1	(3336400, 3336499)	42.0	56
33365	NZ_CP009617.1	(3336500, 3336599)	43.0	71
33366	NZ_CP009617.1	(3336600, 3336699)	53.0	59
33367	NZ_CP009617.1	(3336700, 3336799)	50.0	55
33368	NZ_CP009617.1	(3336800, 3336899)	54.0	87
33369	NZ_CP009617.1	(3336900, 3336999)	49.0	73
33370	NZ_CP009617.1	(3337000, 3337099)	56.0	69
33371	NZ_CP009617.1	(3337100, 3337199)	46.0	73
33372	NZ_CP009617.1	(3337200, 3337299)	42.0	74
33373	NZ_CP009617.1	(3337300, 3337399)	46.0	74
33374	NZ_CP009617.1	(3337400, 3337499)	37.0	87
33375	NZ_CP009617.1	(3337500, 3337599)	53.0	59
33376	NZ_CP009617.1	(3337600, 3337699)	52.0	63
33377	NZ_CP009617.1	(3337700, 3337799)	51.0	73
33378	NZ_CP009617.1	(3337800, 3337899)	53.0	76
33379	NZ_CP009617.1	(3337900, 3337999)	51.0	59
33380	NZ_CP009617.1	(3338000, 3338099)	54.0	72
33381	NZ_CP009617.1	(3338100, 3338199)	51.0	78
33382	NZ_CP009617.1	(3338200, 3338299)	50.0	61
33383	NZ_CP009617.1	(3338300, 3338399)	48.0	65
33384	NZ_CP009617.1	(3338400, 3338499)	51.0	54
33385	NZ_CP009617.1	(3338500, 3338599)	47.0	82
33386	NZ_CP009617.1	(3338600, 3338699)	44.0	67
33387	NZ_CP009617.1	(3338700, 3338799)	50.0	66
33388	NZ_CP009617.1	(3338800, 3338899)	38.0	77
33389	NZ_CP009617.1	(3338900, 3338999)	47.0	59
33390	NZ_CP009617.1	(3339000, 3339099)	51.0	87
33391	NZ_CP009617.1	(3339100, 3339199)	45.0	62
33392	NZ_CP009617.1	(3339200, 3339299)	50.0	73
33393	NZ_CP009617.1	(3339300, 3339399)	50.0	11
33394	NZ_CP009617.1	(3339400, 3339499)	46.0	0
33395	NZ_CP009617.1	(3339500, 3339599)	53.0	79
33396	NZ_CP009617.1	(3339600, 3339699)	48.0	62
33397	NZ_CP009617.1	(3339700, 3339799)	52.0	80
33398	NZ_CP009617.1	(3339800, 3339899)	45.0	33
33399	NZ_CP009617.1	(3339900, 3339999)	49.0	14
33400	NZ_CP009617.1	(3340000, 3340099)	46.0	64
33401	NZ_CP009617.1	(3340100, 3340199)	46.0	94
33402	NZ_CP009617.1	(3340200, 3340299)	49.0	76
33403	NZ_CP009617.1	(3340300, 3340399)	48.0	80
33404	NZ_CP009617.1	(3340400, 3340499)	46.0	90
33405	NZ_CP009617.1	(3340500, 3340599)	42.0	90
33406	NZ_CP009617.1	(3340600, 3340699)	47.0	66
33407	NZ_CP009617.1	(3340700, 3340799)	37.0	104
33408	NZ_CP009617.1	(3340800, 3340899)	47.0	90
33409	NZ_CP009617.1	(3340900, 3340999)	38.0	86
33410	NZ_CP009617.1	(3341000, 3341099)	43.0	94
33411	NZ_CP009617.1	(3341100, 3341199)	48.0	83
33412	NZ_CP009617.1	(3341200, 3341299)	50.0	81
33413	NZ_CP009617.1	(3341300, 3341399)	52.0	84
33414	NZ_CP009617.1	(3341400, 3341499)	52.0	87
33415	NZ_CP009617.1	(3341500, 3341599)	46.0	91
33416	NZ_CP009617.1	(3341600, 3341699)	37.0	74
33417	NZ_CP009617.1	(3341700, 3341799)	37.0	80
33418	NZ_CP009617.1	(3341800, 3341899)	46.0	70
33419	NZ_CP009617.1	(3341900, 3341999)	49.0	69
33420	NZ_CP009617.1	(3342000, 3342099)	54.0	51
33421	NZ_CP009617.1	(3342100, 3342199)	52.0	67
33422	NZ_CP009617.1	(3342200, 3342299)	43.0	56
33423	NZ_CP009617.1	(3342300, 3342399)	42.0	69
33424	NZ_CP009617.1	(3342400, 3342499)	50.0	76
33425	NZ_CP009617.1	(3342500, 3342599)	59.0	82
33426	NZ_CP009617.1	(3342600, 3342699)	41.0	91
33427	NZ_CP009617.1	(3342700, 3342799)	55.0	113
33428	NZ_CP009617.1	(3342800, 3342899)	48.0	91
33429	NZ_CP009617.1	(3342900, 3342999)	48.0	87
33430	NZ_CP009617.1	(3343000, 3343099)	49.0	103
33431	NZ_CP009617.1	(3343100, 3343199)	36.0	117
33432	NZ_CP009617.1	(3343200, 3343299)	39.0	90
33433	NZ_CP009617.1	(3343300, 3343399)	42.0	89
33434	NZ_CP009617.1	(3343400, 3343499)	36.0	78
33435	NZ_CP009617.1	(3343500, 3343599)	47.0	92
33436	NZ_CP009617.1	(3343600, 3343699)	52.0	116
33437	NZ_CP009617.1	(3343700, 3343799)	45.0	94
33438	NZ_CP009617.1	(3343800, 3343899)	46.0	97
33439	NZ_CP009617.1	(3343900, 3343999)	46.0	99
33440	NZ_CP009617.1	(3344000, 3344099)	44.0	92
33441	NZ_CP009617.1	(3344100, 3344199)	47.0	97
33442	NZ_CP009617.1	(3344200, 3344299)	47.0	100
33443	NZ_CP009617.1	(3344300, 3344399)	49.0	93
33444	NZ_CP009617.1	(3344400, 3344499)	50.0	75
33445	NZ_CP009617.1	(3344500, 3344599)	44.0	72
33446	NZ_CP009617.1	(3344600, 3344699)	54.0	85
33447	NZ_CP009617.1	(3344700, 3344799)	54.0	88
33448	NZ_CP009617.1	(3344800, 3344899)	52.0	64
33449	NZ_CP009617.1	(3344900, 3344999)	47.0	92
33450	NZ_CP009617.1	(3345000, 3345099)	48.0	87
33451	NZ_CP009617.1	(3345100, 3345199)	49.0	87
33452	NZ_CP009617.1	(3345200, 3345299)	46.0	59
33453	NZ_CP009617.1	(3345300, 3345399)	50.0	69
33454	NZ_CP009617.1	(3345400, 3345499)	52.0	73
33455	NZ_CP009617.1	(3345500, 3345599)	46.0	73
33456	NZ_CP009617.1	(3345600, 3345699)	53.0	79
33457	NZ_CP009617.1	(3345700, 3345799)	47.0	74
33458	NZ_CP009617.1	(3345800, 3345899)	49.0	58
33459	NZ_CP009617.1	(3345900, 3345999)	43.0	66
33460	NZ_CP009617.1	(3346000, 3346099)	52.0	52
33461	NZ_CP009617.1	(3346100, 3346199)	43.0	79
33462	NZ_CP009617.1	(3346200, 3346299)	49.0	56
33463	NZ_CP009617.1	(3346300, 3346399)	46.0	64
33464	NZ_CP009617.1	(3346400, 3346499)	46.0	66
33465	NZ_CP009617.1	(3346500, 3346599)	51.0	65
33466	NZ_CP009617.1	(3346600, 3346699)	53.0	81
33467	NZ_CP009617.1	(3346700, 3346799)	54.0	67
33468	NZ_CP009617.1	(3346800, 3346899)	53.0	63
33469	NZ_CP009617.1	(3346900, 3346999)	51.0	66
33470	NZ_CP009617.1	(3347000, 3347099)	43.0	70
33471	NZ_CP009617.1	(3347100, 3347199)	47.0	65
33472	NZ_CP009617.1	(3347200, 3347299)	43.0	76
33473	NZ_CP009617.1	(3347300, 3347399)	54.0	72
33474	NZ_CP009617.1	(3347400, 3347499)	52.0	66
33475	NZ_CP009617.1	(3347500, 3347599)	45.0	61
33476	NZ_CP009617.1	(3347600, 3347699)	51.0	60
33477	NZ_CP009617.1	(3347700, 3347799)	50.0	86
33478	NZ_CP009617.1	(3347800, 3347899)	56.0	61
33479	NZ_CP009617.1	(3347900, 3347999)	53.0	86
33480	NZ_CP009617.1	(3348000, 3348099)	48.0	87
33481	NZ_CP009617.1	(3348100, 3348199)	42.0	96
33482	NZ_CP009617.1	(3348200, 3348299)	55.0	73
33483	NZ_CP009617.1	(3348300, 3348399)	53.0	83
33484	NZ_CP009617.1	(3348400, 3348499)	45.0	89
33485	NZ_CP009617.1	(3348500, 3348599)	50.0	57
33486	NZ_CP009617.1	(3348600, 3348699)	49.0	78
33487	NZ_CP009617.1	(3348700, 3348799)	44.0	63
33488	NZ_CP009617.1	(3348800, 3348899)	46.0	69
33489	NZ_CP009617.1	(3348900, 3348999)	42.0	73
33490	NZ_CP009617.1	(3349000, 3349099)	53.0	70
33491	NZ_CP009617.1	(3349100, 3349199)	47.0	69
33492	NZ_CP009617.1	(3349200, 3349299)	49.0	70
33493	NZ_CP009617.1	(3349300, 3349399)	43.0	73
33494	NZ_CP009617.1	(3349400, 3349499)	47.0	69
33495	NZ_CP009617.1	(3349500, 3349599)	46.0	81
33496	NZ_CP009617.1	(3349600, 3349699)	47.0	91
33497	NZ_CP009617.1	(3349700, 3349799)	48.0	78
33498	NZ_CP009617.1	(3349800, 3349899)	45.0	111
33499	NZ_CP009617.1	(3349900, 3349999)	42.0	100
33500	NZ_CP009617.1	(3350000, 3350099)	49.0	88
33501	NZ_CP009617.1	(3350100, 3350199)	42.0	23
33502	NZ_CP009617.1	(3350200, 3350299)	48.0	112
33503	NZ_CP009617.1	(3350300, 3350399)	43.0	101
33504	NZ_CP009617.1	(3350400, 3350499)	45.0	84
33505	NZ_CP009617.1	(3350500, 3350599)	48.0	87
33506	NZ_CP009617.1	(3350600, 3350699)	49.0	95
33507	NZ_CP009617.1	(3350700, 3350799)	50.0	85
33508	NZ_CP009617.1	(3350800, 3350899)	47.0	71
33509	NZ_CP009617.1	(3350900, 3350999)	51.0	95
33510	NZ_CP009617.1	(3351000, 3351099)	47.0	77
33511	NZ_CP009617.1	(3351100, 3351199)	48.0	89
33512	NZ_CP009617.1	(3351200, 3351299)	45.0	71
33513	NZ_CP009617.1	(3351300, 3351399)	45.0	86
33514	NZ_CP009617.1	(3351400, 3351499)	50.0	83
33515	NZ_CP009617.1	(3351500, 3351599)	49.0	87
33516	NZ_CP009617.1	(3351600, 3351699)	47.0	89
33517	NZ_CP009617.1	(3351700, 3351799)	45.0	101
33518	NZ_CP009617.1	(3351800, 3351899)	50.0	105
33519	NZ_CP009617.1	(3351900, 3351999)	44.0	89
33520	NZ_CP009617.1	(3352000, 3352099)	51.0	104
33521	NZ_CP009617.1	(3352100, 3352199)	42.0	118
33522	NZ_CP009617.1	(3352200, 3352299)	39.0	116
33523	NZ_CP009617.1	(3352300, 3352399)	36.0	84
33524	NZ_CP009617.1	(3352400, 3352499)	41.0	123
33525	NZ_CP009617.1	(3352500, 3352599)	29.0	117
33526	NZ_CP009617.1	(3352600, 3352699)	37.0	98
33527	NZ_CP009617.1	(3352700, 3352799)	42.0	109
33528	NZ_CP009617.1	(3352800, 3352899)	48.0	114
33529	NZ_CP009617.1	(3352900, 3352999)	51.0	98
33530	NZ_CP009617.1	(3353000, 3353099)	53.0	76
33531	NZ_CP009617.1	(3353100, 3353199)	48.0	79
33532	NZ_CP009617.1	(3353200, 3353299)	45.0	101
33533	NZ_CP009617.1	(3353300, 3353399)	46.0	79
33534	NZ_CP009617.1	(3353400, 3353499)	48.0	86
33535	NZ_CP009617.1	(3353500, 3353599)	50.0	60
33536	NZ_CP009617.1	(3353600, 3353699)	53.0	87
33537	NZ_CP009617.1	(3353700, 3353799)	50.0	91
33538	NZ_CP009617.1	(3353800, 3353899)	42.0	64
33539	NZ_CP009617.1	(3353900, 3353999)	47.0	72
33540	NZ_CP009617.1	(3354000, 3354099)	42.0	126
33541	NZ_CP009617.1	(3354100, 3354199)	36.0	94
33542	NZ_CP009617.1	(3354200, 3354299)	36.0	89
33543	NZ_CP009617.1	(3354300, 3354399)	45.0	92
33544	NZ_CP009617.1	(3354400, 3354499)	51.0	86
33545	NZ_CP009617.1	(3354500, 3354599)	52.0	97
33546	NZ_CP009617.1	(3354600, 3354699)	51.0	65
33547	NZ_CP009617.1	(3354700, 3354799)	47.0	69
33548	NZ_CP009617.1	(3354800, 3354899)	59.0	61
33549	NZ_CP009617.1	(3354900, 3354999)	50.0	85
33550	NZ_CP009617.1	(3355000, 3355099)	49.0	76
33551	NZ_CP009617.1	(3355100, 3355199)	41.0	84
33552	NZ_CP009617.1	(3355200, 3355299)	58.0	84
33553	NZ_CP009617.1	(3355300, 3355399)	50.0	79
33554	NZ_CP009617.1	(3355400, 3355499)	36.0	80
33555	NZ_CP009617.1	(3355500, 3355599)	46.0	76
33556	NZ_CP009617.1	(3355600, 3355699)	51.0	71
33557	NZ_CP009617.1	(3355700, 3355799)	46.0	66
33558	NZ_CP009617.1	(3355800, 3355899)	50.0	65
33559	NZ_CP009617.1	(3355900, 3355999)	46.0	71
33560	NZ_CP009617.1	(3356000, 3356099)	49.0	64
33561	NZ_CP009617.1	(3356100, 3356199)	48.0	73
33562	NZ_CP009617.1	(3356200, 3356299)	55.0	55
33563	NZ_CP009617.1	(3356300, 3356399)	44.0	64
33564	NZ_CP009617.1	(3356400, 3356499)	46.0	60
33565	NZ_CP009617.1	(3356500, 3356599)	52.0	61
33566	NZ_CP009617.1	(3356600, 3356699)	51.0	57
33567	NZ_CP009617.1	(3356700, 3356799)	46.0	100
33568	NZ_CP009617.1	(3356800, 3356899)	40.0	61
33569	NZ_CP009617.1	(3356900, 3356999)	43.0	71
33570	NZ_CP009617.1	(3357000, 3357099)	42.0	79
33571	NZ_CP009617.1	(3357100, 3357199)	48.0	70
33572	NZ_CP009617.1	(3357200, 3357299)	46.0	91
33573	NZ_CP009617.1	(3357300, 3357399)	52.0	81
33574	NZ_CP009617.1	(3357400, 3357499)	45.0	78
33575	NZ_CP009617.1	(3357500, 3357599)	52.0	87
33576	NZ_CP009617.1	(3357600, 3357699)	44.0	84
33577	NZ_CP009617.1	(3357700, 3357799)	54.0	74
33578	NZ_CP009617.1	(3357800, 3357899)	55.0	81
33579	NZ_CP009617.1	(3357900, 3357999)	42.0	66
33580	NZ_CP009617.1	(3358000, 3358099)	47.0	98
33581	NZ_CP009617.1	(3358100, 3358199)	51.0	87
33582	NZ_CP009617.1	(3358200, 3358299)	50.0	78
33583	NZ_CP009617.1	(3358300, 3358399)	50.0	79
33584	NZ_CP009617.1	(3358400, 3358499)	47.0	85
33585	NZ_CP009617.1	(3358500, 3358599)	44.0	76
33586	NZ_CP009617.1	(3358600, 3358699)	45.0	88
33587	NZ_CP009617.1	(3358700, 3358799)	50.0	71
33588	NZ_CP009617.1	(3358800, 3358899)	47.0	81
33589	NZ_CP009617.1	(3358900, 3358999)	51.0	84
33590	NZ_CP009617.1	(3359000, 3359099)	50.0	74
33591	NZ_CP009617.1	(3359100, 3359199)	45.0	101
33592	NZ_CP009617.1	(3359200, 3359299)	44.0	72
33593	NZ_CP009617.1	(3359300, 3359399)	45.0	87
33594	NZ_CP009617.1	(3359400, 3359499)	50.0	91
33595	NZ_CP009617.1	(3359500, 3359599)	45.0	81
33596	NZ_CP009617.1	(3359600, 3359699)	34.0	94
33597	NZ_CP009617.1	(3359700, 3359799)	47.0	83
33598	NZ_CP009617.1	(3359800, 3359899)	50.0	82
33599	NZ_CP009617.1	(3359900, 3359999)	46.0	77
33600	NZ_CP009617.1	(3360000, 3360099)	45.0	97
33601	NZ_CP009617.1	(3360100, 3360199)	50.0	102
33602	NZ_CP009617.1	(3360200, 3360299)	46.0	82
33603	NZ_CP009617.1	(3360300, 3360399)	43.0	76
33604	NZ_CP009617.1	(3360400, 3360499)	53.0	80
33605	NZ_CP009617.1	(3360500, 3360599)	50.0	91
33606	NZ_CP009617.1	(3360600, 3360699)	40.0	120
33607	NZ_CP009617.1	(3360700, 3360799)	36.0	93
33608	NZ_CP009617.1	(3360800, 3360899)	42.0	109
33609	NZ_CP009617.1	(3360900, 3360999)	46.0	0
33610	NZ_CP009617.1	(3361000, 3361099)	52.0	164
33611	NZ_CP009617.1	(3361100, 3361199)	39.0	125
33612	NZ_CP009617.1	(3361200, 3361299)	49.0	154
33613	NZ_CP009617.1	(3361300, 3361399)	52.0	149
33614	NZ_CP009617.1	(3361400, 3361499)	57.0	127
33615	NZ_CP009617.1	(3361500, 3361599)	56.0	134
33616	NZ_CP009617.1	(3361600, 3361699)	56.0	124
33617	NZ_CP009617.1	(3361700, 3361799)	52.0	137
33618	NZ_CP009617.1	(3361800, 3361899)	56.0	107
33619	NZ_CP009617.1	(3361900, 3361999)	52.0	135
33620	NZ_CP009617.1	(3362000, 3362099)	52.0	116
33621	NZ_CP009617.1	(3362100, 3362199)	52.0	154
33622	NZ_CP009617.1	(3362200, 3362299)	54.0	139
33623	NZ_CP009617.1	(3362300, 3362399)	47.0	142
33624	NZ_CP009617.1	(3362400, 3362499)	54.0	167
33625	NZ_CP009617.1	(3362500, 3362599)	50.0	172
33626	NZ_CP009617.1	(3362600, 3362699)	57.0	129
33627	NZ_CP009617.1	(3362700, 3362799)	54.0	82
33628	NZ_CP009617.1	(3362800, 3362899)	52.0	0
33629	NZ_CP009617.1	(3362900, 3362999)	48.0	43
33630	NZ_CP009617.1	(3363000, 3363099)	49.0	123
33631	NZ_CP009617.1	(3363100, 3363199)	57.0	105
33632	NZ_CP009617.1	(3363200, 3363299)	52.0	96
33633	NZ_CP009617.1	(3363300, 3363399)	45.0	119
33634	NZ_CP009617.1	(3363400, 3363499)	50.0	102
33635	NZ_CP009617.1	(3363500, 3363599)	48.0	114
33636	NZ_CP009617.1	(3363600, 3363699)	48.0	134
33637	NZ_CP009617.1	(3363700, 3363799)	54.0	187
33638	NZ_CP009617.1	(3363800, 3363899)	46.0	29
33639	NZ_CP009617.1	(3363900, 3363999)	44.0	44
33640	NZ_CP009617.1	(3364000, 3364099)	47.0	331
33641	NZ_CP009617.1	(3364100, 3364199)	42.0	60
33642	NZ_CP009617.1	(3364200, 3364299)	33.0	120
33643	NZ_CP009617.1	(3364300, 3364399)	36.0	115
33644	NZ_CP009617.1	(3364400, 3364499)	47.0	90
33645	NZ_CP009617.1	(3364500, 3364599)	47.0	92
33646	NZ_CP009617.1	(3364600, 3364699)	56.0	168
33647	NZ_CP009617.1	(3364700, 3364799)	39.0	200
33648	NZ_CP009617.1	(3364800, 3364899)	55.0	197
33649	NZ_CP009617.1	(3364900, 3364999)	52.0	208
33650	NZ_CP009617.1	(3365000, 3365099)	54.0	158
33651	NZ_CP009617.1	(3365100, 3365199)	57.0	120
33652	NZ_CP009617.1	(3365200, 3365299)	55.0	10
33653	NZ_CP009617.1	(3365300, 3365399)	43.0	93
33654	NZ_CP009617.1	(3365400, 3365499)	57.0	135
33655	NZ_CP009617.1	(3365500, 3365599)	51.0	74
33656	NZ_CP009617.1	(3365600, 3365699)	55.0	11
33657	NZ_CP009617.1	(3365700, 3365799)	49.0	78
33658	NZ_CP009617.1	(3365800, 3365899)	53.0	49
33659	NZ_CP009617.1	(3365900, 3365999)	55.0	175
33660	NZ_CP009617.1	(3366000, 3366099)	55.0	174
33661	NZ_CP009617.1	(3366100, 3366199)	54.0	581
