REFID,window,GC,hits
NZ_CP009618.1,"(420600, 420699)",48.0,86
NZ_CP009618.1,"(420700, 420799)",53.0,84
NZ_CP009618.1,"(420800, 420899)",55.0,73
NZ_CP009618.1,"(420900, 420999)",40.0,85
NZ_CP009618.1,"(421000, 421099)",53.0,55
NZ_CP009618.1,"(421100, 421199)",54.0,57
NZ_CP009618.1,"(421200, 421299)",46.0,63
NZ_CP009618.1,"(421300, 421399)",47.0,57
NZ_CP009618.1,"(421400, 421499)",55.0,71
NZ_CP009618.1,"(421500, 421599)",49.0,83
NZ_CP009618.1,"(421600, 421699)",51.0,76
NZ_CP009618.1,"(421700, 421799)",45.0,94
NZ_CP009618.1,"(421800, 421899)",39.0,83
NZ_CP009618.1,"(421900, 421999)",43.0,69
NZ_CP009618.1,"(422000, 422099)",40.0,90
NZ_CP009618.1,"(422100, 422199)",37.0,72
NZ_CP009618.1,"(422200, 422299)",45.0,77
NZ_CP009618.1,"(422300, 422399)",46.0,85
NZ_CP009618.1,"(422400, 422499)",44.0,58
NZ_CP009618.1,"(422500, 422599)",49.0,76
NZ_CP009618.1,"(422600, 422699)",43.0,95
NZ_CP009618.1,"(422700, 422799)",43.0,75
NZ_CP009618.1,"(422800, 422899)",41.0,96
NZ_CP009618.1,"(422900, 422999)",41.0,77
NZ_CP009618.1,"(423000, 423099)",38.0,77
NZ_CP009618.1,"(423100, 423199)",44.0,79
NZ_CP009618.1,"(423200, 423299)",49.0,68
NZ_CP009618.1,"(423300, 423399)",48.0,78
NZ_CP009618.1,"(423400, 423499)",51.0,67
NZ_CP009618.1,"(423500, 423599)",49.0,65
NZ_CP009618.1,"(423600, 423699)",48.0,82
NZ_CP009618.1,"(423700, 423799)",50.0,80
NZ_CP009618.1,"(423800, 423899)",47.0,57
NZ_CP009618.1,"(423900, 423999)",52.0,60
NZ_CP009618.1,"(424000, 424099)",55.0,68
NZ_CP009618.1,"(424100, 424199)",46.0,101
NZ_CP009618.1,"(424200, 424299)",33.0,82
NZ_CP009618.1,"(424300, 424399)",43.0,76
NZ_CP009618.1,"(424400, 424499)",41.0,84
NZ_CP009618.1,"(424500, 424599)",48.0,64
NZ_CP009618.1,"(424600, 424699)",45.0,86
NZ_CP009618.1,"(424700, 424799)",43.0,70
NZ_CP009618.1,"(424800, 424899)",50.0,71
NZ_CP009618.1,"(424900, 424999)",48.0,73
NZ_CP009618.1,"(425000, 425099)",52.0,64
NZ_CP009618.1,"(425100, 425199)",48.0,60
NZ_CP009618.1,"(425200, 425299)",41.0,81
NZ_CP009618.1,"(425300, 425399)",49.0,80
NZ_CP009618.1,"(425400, 425499)",49.0,58
NZ_CP009618.1,"(425500, 425599)",48.0,51
NZ_CP009618.1,"(425600, 425699)",47.0,48
NZ_CP009618.1,"(425700, 425799)",39.0,53
NZ_CP009618.1,"(425800, 425899)",46.0,84
NZ_CP009618.1,"(425900, 425999)",47.0,67
NZ_CP009618.1,"(426000, 426099)",49.0,68
NZ_CP009618.1,"(426100, 426199)",52.0,78
NZ_CP009618.1,"(426200, 426299)",52.0,78
NZ_CP009618.1,"(426300, 426399)",45.0,82
NZ_CP009618.1,"(426400, 426499)",43.0,63
NZ_CP009618.1,"(426500, 426599)",43.0,75
NZ_CP009618.1,"(426600, 426699)",50.0,72
NZ_CP009618.1,"(426700, 426799)",43.0,93
NZ_CP009618.1,"(426800, 426899)",42.0,60
NZ_CP009618.1,"(426900, 426999)",39.0,99
NZ_CP009618.1,"(427000, 427099)",43.0,73
NZ_CP009618.1,"(427100, 427199)",38.0,88
NZ_CP009618.1,"(427200, 427299)",43.0,92
NZ_CP009618.1,"(427300, 427399)",28.0,90
NZ_CP009618.1,"(427400, 427499)",34.0,87
NZ_CP009618.1,"(427500, 427599)",45.0,81
NZ_CP009618.1,"(427600, 427699)",45.0,86
NZ_CP009618.1,"(427700, 427799)",38.0,86
NZ_CP009618.1,"(427800, 427899)",46.0,83
NZ_CP009618.1,"(427900, 427999)",43.0,103
NZ_CP009618.1,"(428000, 428099)",45.0,101
NZ_CP009618.1,"(428100, 428199)",39.0,89
NZ_CP009618.1,"(428200, 428299)",43.0,85
NZ_CP009618.1,"(428300, 428399)",47.0,72
NZ_CP009618.1,"(428400, 428499)",45.0,69
NZ_CP009618.1,"(428500, 428599)",48.0,22
NZ_CP009618.1,"(428600, 428699)",41.0,133
NZ_CP009618.1,"(428700, 428799)",45.0,58
NZ_CP009618.1,"(428800, 428899)",49.0,83
NZ_CP009618.1,"(428900, 428999)",40.0,64
NZ_CP009618.1,"(429000, 429099)",36.0,86
NZ_CP009618.1,"(429100, 429199)",51.0,65
NZ_CP009618.1,"(429200, 429299)",43.0,75
NZ_CP009618.1,"(429300, 429399)",48.0,85
NZ_CP009618.1,"(429400, 429499)",40.0,97
NZ_CP009618.1,"(429500, 429599)",50.0,83
NZ_CP009618.1,"(429600, 429699)",42.0,73
NZ_CP009618.1,"(429700, 429799)",46.0,80
NZ_CP009618.1,"(429800, 429899)",46.0,86
NZ_CP009618.1,"(429900, 429999)",37.0,100
NZ_CP009618.1,"(430000, 430099)",48.0,84
NZ_CP009618.1,"(430100, 430199)",44.0,73
NZ_CP009618.1,"(430200, 430299)",48.0,73
NZ_CP009618.1,"(430300, 430399)",47.0,77
NZ_CP009618.1,"(430400, 430499)",47.0,73
NZ_CP009618.1,"(430500, 430599)",46.0,73
NZ_CP009618.1,"(430600, 430699)",44.0,72
NZ_CP009618.1,"(430700, 430799)",48.0,82
NZ_CP009618.1,"(430800, 430899)",46.0,70
NZ_CP009618.1,"(430900, 430999)",48.0,75
NZ_CP009618.1,"(431000, 431099)",47.0,62
NZ_CP009618.1,"(431100, 431199)",47.0,87
NZ_CP009618.1,"(431200, 431299)",46.0,90
NZ_CP009618.1,"(431300, 431399)",48.0,83
NZ_CP009618.1,"(431400, 431499)",47.0,87
NZ_CP009618.1,"(431500, 431599)",41.0,114
NZ_CP009618.1,"(431600, 431699)",28.0,102
NZ_CP009618.1,"(431700, 431799)",34.0,96
NZ_CP009618.1,"(431800, 431899)",34.0,95
NZ_CP009618.1,"(431900, 431999)",32.0,98
NZ_CP009618.1,"(432000, 432099)",42.0,104
NZ_CP009618.1,"(432100, 432199)",43.0,92
NZ_CP009618.1,"(432200, 432299)",39.0,75
NZ_CP009618.1,"(432300, 432399)",54.0,81
NZ_CP009618.1,"(432400, 432499)",46.0,78
NZ_CP009618.1,"(432500, 432599)",41.0,76
NZ_CP009618.1,"(432600, 432699)",51.0,81
NZ_CP009618.1,"(432700, 432799)",37.0,86
NZ_CP009618.1,"(432800, 432899)",49.0,71
NZ_CP009618.1,"(432900, 432999)",46.0,77
NZ_CP009618.1,"(433000, 433099)",42.0,98
NZ_CP009618.1,"(433100, 433199)",47.0,88
NZ_CP009618.1,"(433200, 433299)",51.0,69
NZ_CP009618.1,"(433300, 433399)",42.0,73
NZ_CP009618.1,"(433400, 433499)",55.0,90
NZ_CP009618.1,"(433500, 433599)",52.0,84
NZ_CP009618.1,"(433600, 433699)",51.0,94
NZ_CP009618.1,"(433700, 433799)",49.0,93
NZ_CP009618.1,"(433800, 433899)",37.0,78
NZ_CP009618.1,"(433900, 433999)",45.0,89
NZ_CP009618.1,"(434000, 434099)",36.0,91
NZ_CP009618.1,"(434100, 434199)",43.0,91
NZ_CP009618.1,"(434200, 434299)",48.0,89
NZ_CP009618.1,"(434300, 434399)",43.0,62
NZ_CP009618.1,"(434400, 434499)",43.0,80
NZ_CP009618.1,"(434500, 434599)",52.0,70
NZ_CP009618.1,"(434600, 434699)",51.0,70
NZ_CP009618.1,"(434700, 434799)",45.0,45
NZ_CP009618.1,"(434800, 434899)",55.0,57
NZ_CP009618.1,"(434900, 434999)",48.0,73
NZ_CP009618.1,"(435000, 435099)",45.0,62
NZ_CP009618.1,"(435100, 435199)",38.0,55
NZ_CP009618.1,"(435200, 435299)",52.0,57
NZ_CP009618.1,"(435300, 435399)",50.0,73
NZ_CP009618.1,"(435400, 435499)",44.0,85
NZ_CP009618.1,"(435500, 435599)",45.0,65
NZ_CP009618.1,"(435600, 435699)",49.0,69
NZ_CP009618.1,"(435700, 435799)",54.0,70
NZ_CP009618.1,"(435800, 435899)",46.0,71
NZ_CP009618.1,"(435900, 435999)",44.0,78
NZ_CP009618.1,"(436000, 436099)",49.0,86
NZ_CP009618.1,"(436100, 436199)",41.0,74
NZ_CP009618.1,"(436200, 436299)",50.0,90
NZ_CP009618.1,"(436300, 436399)",50.0,56
NZ_CP009618.1,"(436400, 436499)",48.0,64
NZ_CP009618.1,"(436500, 436599)",43.0,76
NZ_CP009618.1,"(436600, 436699)",44.0,54
NZ_CP009618.1,"(436700, 436799)",45.0,63
NZ_CP009618.1,"(436800, 436899)",47.0,59
NZ_CP009618.1,"(436900, 436999)",47.0,89
NZ_CP009618.1,"(437000, 437099)",47.0,57
NZ_CP009618.1,"(437100, 437199)",49.0,77
NZ_CP009618.1,"(437200, 437299)",49.0,77
NZ_CP009618.1,"(437300, 437399)",47.0,75
NZ_CP009618.1,"(437400, 437499)",45.0,61
NZ_CP009618.1,"(437500, 437599)",40.0,76
NZ_CP009618.1,"(437600, 437699)",43.0,83
NZ_CP009618.1,"(437700, 437799)",43.0,79
NZ_CP009618.1,"(437800, 437899)",41.0,93
NZ_CP009618.1,"(437900, 437999)",47.0,70
NZ_CP009618.1,"(438000, 438099)",45.0,75
NZ_CP009618.1,"(438100, 438199)",47.0,72
NZ_CP009618.1,"(438200, 438299)",43.0,53
NZ_CP009618.1,"(438300, 438399)",55.0,84
NZ_CP009618.1,"(438400, 438499)",45.0,62
NZ_CP009618.1,"(438500, 438599)",47.0,72
NZ_CP009618.1,"(438600, 438699)",44.0,74
NZ_CP009618.1,"(438700, 438799)",49.0,75
NZ_CP009618.1,"(438800, 438899)",50.0,84
NZ_CP009618.1,"(438900, 438999)",48.0,83
NZ_CP009618.1,"(439000, 439099)",44.0,81
NZ_CP009618.1,"(439100, 439199)",38.0,73
NZ_CP009618.1,"(439200, 439299)",38.0,75
NZ_CP009618.1,"(439300, 439399)",47.0,89
NZ_CP009618.1,"(439400, 439499)",55.0,64
NZ_CP009618.1,"(439500, 439599)",42.0,74
NZ_CP009618.1,"(439600, 439699)",47.0,67
NZ_CP009618.1,"(439700, 439799)",52.0,71
NZ_CP009618.1,"(439800, 439899)",41.0,70
NZ_CP009618.1,"(439900, 439999)",53.0,64
NZ_CP009618.1,"(440000, 440099)",48.0,70
NZ_CP009618.1,"(440100, 440199)",47.0,88
NZ_CP009618.1,"(440200, 440299)",41.0,64
NZ_CP009618.1,"(440300, 440399)",50.0,74
NZ_CP009618.1,"(440400, 440499)",37.0,56
NZ_CP009618.1,"(440500, 440599)",36.0,54
NZ_CP009618.1,"(440600, 440699)",52.0,75
NZ_CP009618.1,"(440700, 440799)",50.0,65
NZ_CP009618.1,"(440800, 440899)",47.0,62
NZ_CP009618.1,"(440900, 440999)",45.0,58
NZ_CP009618.1,"(441000, 441099)",45.0,60
NZ_CP009618.1,"(441100, 441199)",45.0,60
NZ_CP009618.1,"(441200, 441299)",50.0,47
NZ_CP009618.1,"(441300, 441399)",55.0,74
NZ_CP009618.1,"(441400, 441499)",50.0,81
NZ_CP009618.1,"(441500, 441599)",48.0,67
NZ_CP009618.1,"(441600, 441699)",52.0,74
NZ_CP009618.1,"(441700, 441799)",48.0,87
NZ_CP009618.1,"(441800, 441899)",49.0,77
NZ_CP009618.1,"(441900, 441999)",37.0,77
NZ_CP009618.1,"(442000, 442099)",47.0,75
NZ_CP009618.1,"(442100, 442199)",44.0,79
NZ_CP009618.1,"(442200, 442299)",48.0,87
NZ_CP009618.1,"(442300, 442399)",45.0,74
NZ_CP009618.1,"(442400, 442499)",50.0,60
NZ_CP009618.1,"(442500, 442599)",51.0,68
NZ_CP009618.1,"(442600, 442699)",46.0,71
NZ_CP009618.1,"(442700, 442799)",50.0,66
NZ_CP009618.1,"(442800, 442899)",43.0,74
NZ_CP009618.1,"(442900, 442999)",54.0,73
NZ_CP009618.1,"(443000, 443099)",39.0,89
NZ_CP009618.1,"(443100, 443199)",49.0,62
NZ_CP009618.1,"(443200, 443299)",49.0,60
NZ_CP009618.1,"(443300, 443399)",53.0,63
NZ_CP009618.1,"(443400, 443499)",49.0,58
NZ_CP009618.1,"(443500, 443599)",52.0,45
NZ_CP009618.1,"(443600, 443699)",48.0,56
NZ_CP009618.1,"(443700, 443799)",46.0,60
NZ_CP009618.1,"(443800, 443899)",47.0,41
NZ_CP009618.1,"(443900, 443999)",52.0,58
NZ_CP009618.1,"(444000, 444099)",49.0,60
NZ_CP009618.1,"(444100, 444199)",46.0,56
NZ_CP009618.1,"(444200, 444299)",51.0,76
NZ_CP009618.1,"(444300, 444399)",36.0,81
NZ_CP009618.1,"(444400, 444499)",41.0,75
NZ_CP009618.1,"(444500, 444599)",38.0,84
NZ_CP009618.1,"(444600, 444699)",36.0,80
NZ_CP009618.1,"(444700, 444799)",35.0,68
NZ_CP009618.1,"(444800, 444899)",33.0,78
NZ_CP009618.1,"(444900, 444999)",45.0,69
NZ_CP009618.1,"(445000, 445099)",44.0,81
NZ_CP009618.1,"(445100, 445199)",46.0,61
NZ_CP009618.1,"(445200, 445299)",45.0,79
NZ_CP009618.1,"(445300, 445399)",43.0,56
NZ_CP009618.1,"(445400, 445499)",43.0,68
NZ_CP009618.1,"(445500, 445599)",40.0,72
NZ_CP009618.1,"(445600, 445699)",42.0,78
NZ_CP009618.1,"(445700, 445799)",40.0,61
NZ_CP009618.1,"(445800, 445899)",41.0,73
NZ_CP009618.1,"(445900, 445999)",53.0,63
NZ_CP009618.1,"(446000, 446099)",46.0,79
NZ_CP009618.1,"(446100, 446199)",49.0,79
NZ_CP009618.1,"(446200, 446299)",44.0,86
NZ_CP009618.1,"(446300, 446399)",37.0,79
NZ_CP009618.1,"(446400, 446499)",42.0,83
NZ_CP009618.1,"(446500, 446599)",43.0,94
NZ_CP009618.1,"(446600, 446699)",44.0,87
NZ_CP009618.1,"(446700, 446799)",30.0,79
NZ_CP009618.1,"(446800, 446899)",42.0,81
NZ_CP009618.1,"(446900, 446999)",43.0,78
NZ_CP009618.1,"(447000, 447099)",43.0,62
NZ_CP009618.1,"(447100, 447199)",44.0,61
NZ_CP009618.1,"(447200, 447299)",47.0,58
NZ_CP009618.1,"(447300, 447399)",46.0,60
NZ_CP009618.1,"(447400, 447499)",50.0,69
NZ_CP009618.1,"(447500, 447599)",50.0,66
NZ_CP009618.1,"(447600, 447699)",40.0,60
NZ_CP009618.1,"(447700, 447799)",40.0,82
NZ_CP009618.1,"(447800, 447899)",47.0,57
NZ_CP009618.1,"(447900, 447999)",43.0,62
NZ_CP009618.1,"(448000, 448099)",43.0,76
NZ_CP009618.1,"(448100, 448199)",45.0,71
NZ_CP009618.1,"(448200, 448299)",43.0,81
NZ_CP009618.1,"(448300, 448399)",37.0,70
NZ_CP009618.1,"(448400, 448499)",34.0,73
NZ_CP009618.1,"(448500, 448599)",40.0,73
NZ_CP009618.1,"(448600, 448699)",46.0,73
NZ_CP009618.1,"(448700, 448799)",46.0,100
NZ_CP009618.1,"(448800, 448899)",41.0,90
NZ_CP009618.1,"(448900, 448999)",41.0,91
NZ_CP009618.1,"(449000, 449099)",46.0,92
NZ_CP009618.1,"(449100, 449199)",36.0,117
NZ_CP009618.1,"(449200, 449299)",26.0,134
NZ_CP009618.1,"(449300, 449399)",38.0,100
NZ_CP009618.1,"(449400, 449499)",34.0,123
NZ_CP009618.1,"(449500, 449599)",40.0,87
NZ_CP009618.1,"(449600, 449699)",34.0,84
NZ_CP009618.1,"(449700, 449799)",47.0,86
NZ_CP009618.1,"(449800, 449899)",39.0,94
NZ_CP009618.1,"(449900, 449999)",41.0,66
NZ_CP009618.1,"(450000, 450099)",42.0,69
NZ_CP009618.1,"(450100, 450199)",45.0,73
NZ_CP009618.1,"(450200, 450299)",43.0,94
NZ_CP009618.1,"(450300, 450399)",54.0,51
NZ_CP009618.1,"(450400, 450499)",41.0,64
NZ_CP009618.1,"(450500, 450599)",38.0,79
NZ_CP009618.1,"(450600, 450699)",51.0,69
NZ_CP009618.1,"(450700, 450799)",52.0,62
NZ_CP009618.1,"(450800, 450899)",49.0,52
NZ_CP009618.1,"(450900, 450999)",54.0,58
NZ_CP009618.1,"(451000, 451099)",51.0,62
NZ_CP009618.1,"(451100, 451199)",47.0,77
NZ_CP009618.1,"(451200, 451299)",44.0,55
NZ_CP009618.1,"(451300, 451399)",54.0,68
NZ_CP009618.1,"(451400, 451499)",45.0,82
NZ_CP009618.1,"(451500, 451599)",25.0,97
NZ_CP009618.1,"(451600, 451699)",52.0,67
NZ_CP009618.1,"(451700, 451799)",44.0,76
NZ_CP009618.1,"(451800, 451899)",48.0,86
NZ_CP009618.1,"(451900, 451999)",42.0,73
NZ_CP009618.1,"(452000, 452099)",45.0,88
NZ_CP009618.1,"(452100, 452199)",39.0,94
NZ_CP009618.1,"(452200, 452299)",39.0,95
NZ_CP009618.1,"(452300, 452399)",35.0,79
NZ_CP009618.1,"(452400, 452499)",34.0,69
NZ_CP009618.1,"(452500, 452599)",53.0,79
NZ_CP009618.1,"(452600, 452699)",49.0,90
NZ_CP009618.1,"(452700, 452799)",49.0,92
NZ_CP009618.1,"(452800, 452899)",46.0,76
NZ_CP009618.1,"(452900, 452999)",48.0,83
NZ_CP009618.1,"(453000, 453099)",47.0,97
NZ_CP009618.1,"(453100, 453199)",53.0,70
NZ_CP009618.1,"(453200, 453299)",50.0,65
NZ_CP009618.1,"(453300, 453399)",51.0,61
NZ_CP009618.1,"(453400, 453499)",51.0,67
NZ_CP009618.1,"(453500, 453599)",51.0,41
NZ_CP009618.1,"(453600, 453699)",48.0,54
NZ_CP009618.1,"(453700, 453799)",57.0,46
NZ_CP009618.1,"(453800, 453899)",46.0,64
NZ_CP009618.1,"(453900, 453999)",44.0,58
NZ_CP009618.1,"(454000, 454099)",45.0,48
NZ_CP009618.1,"(454100, 454199)",44.0,70
NZ_CP009618.1,"(454200, 454299)",45.0,77
NZ_CP009618.1,"(454300, 454399)",55.0,68
NZ_CP009618.1,"(454400, 454499)",47.0,61
NZ_CP009618.1,"(454500, 454599)",52.0,65
NZ_CP009618.1,"(454600, 454699)",49.0,72
NZ_CP009618.1,"(454700, 454799)",48.0,78
NZ_CP009618.1,"(454800, 454899)",46.0,73
NZ_CP009618.1,"(454900, 454999)",51.0,65
NZ_CP009618.1,"(455000, 455099)",46.0,63
NZ_CP009618.1,"(455100, 455199)",53.0,75
NZ_CP009618.1,"(455200, 455299)",48.0,60
NZ_CP009618.1,"(455300, 455399)",48.0,72
NZ_CP009618.1,"(455400, 455499)",52.0,57
NZ_CP009618.1,"(455500, 455599)",46.0,62
NZ_CP009618.1,"(455600, 455699)",51.0,60
NZ_CP009618.1,"(455700, 455799)",54.0,62
NZ_CP009618.1,"(455800, 455899)",48.0,53
NZ_CP009618.1,"(455900, 455999)",48.0,72
NZ_CP009618.1,"(456000, 456099)",53.0,41
NZ_CP009618.1,"(456100, 456199)",42.0,59
NZ_CP009618.1,"(456200, 456299)",50.0,68
NZ_CP009618.1,"(456300, 456399)",46.0,62
NZ_CP009618.1,"(456400, 456499)",52.0,54
NZ_CP009618.1,"(456500, 456599)",43.0,62
NZ_CP009618.1,"(456600, 456699)",48.0,59
NZ_CP009618.1,"(456700, 456799)",47.0,50
NZ_CP009618.1,"(456800, 456899)",49.0,57
NZ_CP009618.1,"(456900, 456999)",48.0,63
NZ_CP009618.1,"(457000, 457099)",44.0,64
NZ_CP009618.1,"(457100, 457199)",51.0,73
NZ_CP009618.1,"(457200, 457299)",50.0,76
NZ_CP009618.1,"(457300, 457399)",43.0,68
NZ_CP009618.1,"(457400, 457499)",53.0,75
NZ_CP009618.1,"(457500, 457599)",48.0,59
NZ_CP009618.1,"(457600, 457699)",49.0,73
NZ_CP009618.1,"(457700, 457799)",54.0,58
NZ_CP009618.1,"(457800, 457899)",55.0,60
NZ_CP009618.1,"(457900, 457999)",50.0,67
NZ_CP009618.1,"(458000, 458099)",48.0,66
NZ_CP009618.1,"(458100, 458199)",54.0,67
NZ_CP009618.1,"(458200, 458299)",45.0,77
NZ_CP009618.1,"(458300, 458399)",41.0,104
NZ_CP009618.1,"(458400, 458499)",48.0,93
NZ_CP009618.1,"(458500, 458599)",35.0,83
NZ_CP009618.1,"(458600, 458699)",38.0,73
NZ_CP009618.1,"(458700, 458799)",48.0,97
NZ_CP009618.1,"(458800, 458899)",31.0,90
NZ_CP009618.1,"(458900, 458999)",39.0,71
NZ_CP009618.1,"(459000, 459099)",39.0,74
NZ_CP009618.1,"(459100, 459199)",43.0,81
NZ_CP009618.1,"(459200, 459299)",44.0,91
NZ_CP009618.1,"(459300, 459399)",44.0,86
NZ_CP009618.1,"(459400, 459499)",43.0,104
NZ_CP009618.1,"(459500, 459599)",30.0,112
NZ_CP009618.1,"(459600, 459699)",47.0,98
NZ_CP009618.1,"(459700, 459799)",35.0,120
NZ_CP009618.1,"(459800, 459899)",33.0,114
NZ_CP009618.1,"(459900, 459999)",32.0,109
NZ_CP009618.1,"(460000, 460099)",46.0,107
NZ_CP009618.1,"(460100, 460199)",36.0,94
NZ_CP009618.1,"(460200, 460299)",39.0,101
NZ_CP009618.1,"(460300, 460399)",39.0,95
NZ_CP009618.1,"(460400, 460499)",33.0,91
NZ_CP009618.1,"(460500, 460599)",44.0,89
NZ_CP009618.1,"(460600, 460699)",33.0,112
NZ_CP009618.1,"(460700, 460799)",39.0,77
NZ_CP009618.1,"(460800, 460899)",38.0,94
NZ_CP009618.1,"(460900, 460999)",45.0,98
NZ_CP009618.1,"(461000, 461099)",39.0,87
NZ_CP009618.1,"(461100, 461199)",43.0,66
NZ_CP009618.1,"(461200, 461299)",47.0,72
NZ_CP009618.1,"(461300, 461399)",43.0,71
NZ_CP009618.1,"(461400, 461499)",43.0,75
NZ_CP009618.1,"(461500, 461599)",48.0,63
NZ_CP009618.1,"(461600, 461699)",42.0,60
NZ_CP009618.1,"(461700, 461799)",51.0,56
NZ_CP009618.1,"(461800, 461899)",57.0,64
NZ_CP009618.1,"(461900, 461999)",48.0,74
NZ_CP009618.1,"(462000, 462099)",47.0,62
NZ_CP009618.1,"(462100, 462199)",40.0,52
NZ_CP009618.1,"(462200, 462299)",38.0,80
NZ_CP009618.1,"(462300, 462399)",44.0,72
NZ_CP009618.1,"(462400, 462499)",48.0,67
NZ_CP009618.1,"(462500, 462599)",45.0,75
NZ_CP009618.1,"(462600, 462699)",56.0,83
NZ_CP009618.1,"(462700, 462799)",44.0,84
NZ_CP009618.1,"(462800, 462899)",48.0,62
NZ_CP009618.1,"(462900, 462999)",45.0,85
NZ_CP009618.1,"(463000, 463099)",44.0,92
NZ_CP009618.1,"(463100, 463199)",34.0,83
NZ_CP009618.1,"(463200, 463299)",37.0,97
NZ_CP009618.1,"(463300, 463399)",45.0,77
NZ_CP009618.1,"(463400, 463499)",49.0,79
NZ_CP009618.1,"(463500, 463599)",53.0,69
NZ_CP009618.1,"(463600, 463699)",53.0,59
NZ_CP009618.1,"(463700, 463799)",47.0,39
NZ_CP009618.1,"(463800, 463899)",44.0,110
NZ_CP009618.1,"(463900, 463999)",48.0,67
NZ_CP009618.1,"(464000, 464099)",49.0,74
NZ_CP009618.1,"(464100, 464199)",47.0,74
NZ_CP009618.1,"(464200, 464299)",49.0,77
NZ_CP009618.1,"(464300, 464399)",50.0,53
NZ_CP009618.1,"(464400, 464499)",46.0,58
NZ_CP009618.1,"(464500, 464599)",55.0,43
NZ_CP009618.1,"(464600, 464699)",46.0,59
NZ_CP009618.1,"(464700, 464799)",42.0,67
NZ_CP009618.1,"(464800, 464899)",49.0,53
NZ_CP009618.1,"(464900, 464999)",44.0,44
NZ_CP009618.1,"(465000, 465099)",49.0,65
NZ_CP009618.1,"(465100, 465199)",49.0,61
NZ_CP009618.1,"(465200, 465299)",41.0,78
NZ_CP009618.1,"(465300, 465399)",45.0,68
NZ_CP009618.1,"(465400, 465499)",47.0,85
NZ_CP009618.1,"(465500, 465599)",41.0,73
NZ_CP009618.1,"(465600, 465699)",34.0,108
NZ_CP009618.1,"(465700, 465799)",38.0,70
NZ_CP009618.1,"(465800, 465899)",43.0,82
NZ_CP009618.1,"(465900, 465999)",45.0,99
NZ_CP009618.1,"(466000, 466099)",45.0,74
NZ_CP009618.1,"(466100, 466199)",47.0,74
NZ_CP009618.1,"(466200, 466299)",50.0,77
NZ_CP009618.1,"(466300, 466399)",39.0,68
NZ_CP009618.1,"(466400, 466499)",26.0,89
NZ_CP009618.1,"(466500, 466599)",37.0,76
NZ_CP009618.1,"(466600, 466699)",49.0,61
NZ_CP009618.1,"(466700, 466799)",47.0,76
NZ_CP009618.1,"(466800, 466899)",53.0,66
NZ_CP009618.1,"(466900, 466999)",44.0,68
NZ_CP009618.1,"(467000, 467099)",49.0,64
NZ_CP009618.1,"(467100, 467199)",42.0,62
NZ_CP009618.1,"(467200, 467299)",51.0,69
NZ_CP009618.1,"(467300, 467399)",50.0,79
NZ_CP009618.1,"(467400, 467499)",42.0,74
NZ_CP009618.1,"(467500, 467599)",46.0,76
NZ_CP009618.1,"(467600, 467699)",49.0,61
NZ_CP009618.1,"(467700, 467799)",51.0,65
NZ_CP009618.1,"(467800, 467899)",52.0,55
NZ_CP009618.1,"(467900, 467999)",45.0,68
NZ_CP009618.1,"(468000, 468099)",48.0,62
NZ_CP009618.1,"(468100, 468199)",45.0,56
NZ_CP009618.1,"(468200, 468299)",49.0,64
NZ_CP009618.1,"(468300, 468399)",51.0,67
NZ_CP009618.1,"(468400, 468499)",51.0,61
NZ_CP009618.1,"(468500, 468599)",58.0,64
NZ_CP009618.1,"(468600, 468699)",52.0,79
NZ_CP009618.1,"(468700, 468799)",35.0,67
NZ_CP009618.1,"(468800, 468899)",39.0,43
NZ_CP009618.1,"(468900, 468999)",48.0,50
NZ_CP009618.1,"(469000, 469099)",57.0,42
NZ_CP009618.1,"(469100, 469199)",49.0,62
NZ_CP009618.1,"(469200, 469299)",52.0,47
NZ_CP009618.1,"(469300, 469399)",40.0,36
NZ_CP009618.1,"(469400, 469499)",49.0,84
NZ_CP009618.1,"(469500, 469599)",49.0,46
NZ_CP009618.1,"(469600, 469699)",47.0,80
NZ_CP009618.1,"(469700, 469799)",41.0,83
NZ_CP009618.1,"(469800, 469899)",45.0,79
NZ_CP009618.1,"(469900, 469999)",43.0,92
NZ_CP009618.1,"(470000, 470099)",45.0,73
NZ_CP009618.1,"(470100, 470199)",45.0,101
NZ_CP009618.1,"(470200, 470299)",50.0,77
NZ_CP009618.1,"(470300, 470399)",37.0,85
NZ_CP009618.1,"(470400, 470499)",41.0,77
NZ_CP009618.1,"(470500, 470599)",44.0,69
NZ_CP009618.1,"(470600, 470699)",43.0,57
NZ_CP009618.1,"(470700, 470799)",43.0,87
NZ_CP009618.1,"(470800, 470899)",46.0,60
NZ_CP009618.1,"(470900, 470999)",48.0,75
NZ_CP009618.1,"(471000, 471099)",52.0,83
NZ_CP009618.1,"(471100, 471199)",40.0,82
NZ_CP009618.1,"(471200, 471299)",44.0,93
NZ_CP009618.1,"(471300, 471399)",38.0,71
NZ_CP009618.1,"(471400, 471499)",31.0,125
NZ_CP009618.1,"(471500, 471599)",38.0,94
NZ_CP009618.1,"(471600, 471699)",32.0,83
NZ_CP009618.1,"(471700, 471799)",41.0,77
NZ_CP009618.1,"(471800, 471899)",43.0,76
NZ_CP009618.1,"(471900, 471999)",41.0,82
NZ_CP009618.1,"(472000, 472099)",43.0,69
NZ_CP009618.1,"(472100, 472199)",43.0,99
NZ_CP009618.1,"(472200, 472299)",41.0,80
NZ_CP009618.1,"(472300, 472399)",44.0,90
